Date,LINTGEB ID Equity,IPCBDYA LN Equity,JOHUOYA LN Equity,BAREBIN LN Equity,LIOSSFI LN Equity,FSMEQIA LN Equity,JPMEMBA LN Equity,FSAPLBA LN Equity,FSGEMBA LN Equity,MNKS LN Equity,ATT LN Equity,LINTGED ID Equity
05/08/2014,1.4838,203.62,1.226,2231,271.55,168.89,204.9,468.53,452.94,373,500.125,1.0127
06/08/2014,1.4758,203.63,1.215,2190,268.48,168.07,201.9,467.38,449.37,372,496.5,1.0072
07/08/2014,1.479,203.56,1.218,2191,269.14,168.8,200.7,467.16,449.03,371,494.125,1.0095
08/08/2014,1.468,203.59,1.208,2163,267.87,167.84,200.3,465.12,446.11,370.5,497,1.0019
11/08/2014,1.4885,203.42,1.218,2213,270.3,169.56,203,471.02,451,375.2,497.875,1.0159
12/08/2014,1.4959,203.4,1.218,2218,271.31,170.07,204.6,473.88,453.88,376.9,502,1.021
13/08/2014,1.5035,203.4,1.225,2225,271.99,171.21,206.5,477.27,457.53,379,505.5,1.0262
14/08/2014,1.5127,203.73,1.229,2245,273.55,172.41,207.3,481.94,461.98,383,512,1.0325
15/08/2014,1.5221,203.98,1.235,2264,274.66,173.11,207.8,482.27,462.13,378.5,509.5,1.0389
18/08/2014,1.5274,204.15,1.238,2262,274.55,172.55,207.2,482.11,462.18,377.4,510,1.0426
19/08/2014,1.5376,204.23,1.245,2284,277.28,174.25,208.3,488.68,465.95,378,512.5,1.0495
20/08/2014,1.5426,204.2,1.243,2276,276.68,174.6,208.8,489.99,465.86,375.1,510.5,1.0529
21/08/2014,1.5493,204.19,1.246,2291,277.45,174.96,209.3,490.47,466.22,379.1,515.5,1.0575
22/08/2014,1.5546,204.46,1.245,2295,277.68,175.58,209.4,492.34,467.58,377,515,1.0611
25/08/2014,1.5546,204.46,1.245,2295,277.68,175.58,209.4,492.34,467.58,377,515,1.0611
26/08/2014,1.5522,204.78,1.25,2308,278.61,175.63,210.2,492.61,466.55,384,518,1.0595
27/08/2014,1.5501,205,1.254,2320,279.48,175.62,211,494.02,469.29,385.6,519.25,1.0581
28/08/2014,1.5504,205.3,1.252,2299,278.42,175.43,210.5,493.14,468.68,381.1,518,1.0583
29/08/2014,1.5475,205.3,1.255,2296,278.21,175.75,209.8,491.49,468.12,386,521.25,1.0563
01/09/2014,1.5457,205.36,1.257,2285,277.9,176.07,209.6,493.92,470.01,382.2,522,1.0551
02/09/2014,1.5538,205.3,1.258,2303,278.4,176.98,209.4,495.75,471.85,383.7,529,1.0606
03/09/2014,1.5622,205.1,1.267,2325,280.18,178.19,213.1,501.06,476.46,386.2,530,1.0664
04/09/2014,1.5625,205.18,1.265,2324,279.34,178.57,214.2,501.37,478.39,386,539.5,1.0666
05/09/2014,1.5631,205.09,1.259,2320,278.99,178.64,215.3,502.57,478.74,384.5,536,1.067
08/09/2014,1.5746,205.25,1.251,2343,276.53,180.44,218.3,509.24,485.19,382,543,1.0749
09/09/2014,1.5734,205,1.257,2333,278.08,180.51,216.3,508.01,482.23,383,544,1.074
10/09/2014,1.5744,204.91,1.26,2331,277.88,180.09,214,503.14,478.85,385,545,1.0748
11/09/2014,1.564,204.85,1.253,2308,276.75,179.28,211.6,497.85,472.93,384.5,545,1.0677
12/09/2014,1.5686,204.86,1.255,2310,277.25,179.84,211.2,497.7,472.98,386,548,1.0708
15/09/2014,1.5748,204.75,1.253,2304,276.53,179.28,208.4,493.61,469.15,384.6,535,1.075
16/09/2014,1.5811,204.69,1.248,2297,273.95,179.66,208.5,492.61,469.93,384.5,532,1.0794
17/09/2014,1.5699,204.67,1.249,2294,275.05,179.46,208.3,491.73,470.39,380,534,1.0717
18/09/2014,1.5614,204.57,1.249,2289,274.53,178.85,207.1,491.53,469.39,382.6,535,1.0659
19/09/2014,1.564,204.73,1.258,2291,276.89,179.24,207,490.96,468.17,382.2,542,1.0677
22/09/2014,1.5636,205.06,1.25,2290,275.61,179.6,206.4,490.43,467.32,380.7,535,1.0674
23/09/2014,1.551,205.09,1.236,2260,272.44,178.12,202.6,488.64,460.19,375,534.5,1.0588
24/09/2014,1.5431,204.86,1.23,2244,272.19,176.82,202.2,488.14,459.5,376.9,536,1.0534
25/09/2014,1.5603,204.81,1.232,2255,271.8,178.79,203.4,488.72,462.95,373.4,533.5,1.0652
26/09/2014,1.5444,204.65,1.223,2231,270.39,176.99,200.9,487.61,458.32,374.9,534.5,1.0544
29/09/2014,1.5499,204.5,1.222,2232,270.06,177.8,201.5,484.69,460.25,371.9,533.25,1.0581
30/09/2014,1.5525,204.4,1.226,2228,271.45,178.43,200.7,484.61,458.99,372.2,535,1.0599
01/10/2014,1.5549,204.54,1.22,2237,269.7,178.51,200.7,483.52,457.62,371.6,525,1.0616
02/10/2014,1.5434,204.78,1.21,2224,267.65,177.27,198.8,484.87,455.41,368,517,1.0537
03/10/2014,1.5385,204.8,1.205,2218,266.67,177.46,199.9,489.08,457.24,373,532,1.0504
06/10/2014,1.5563,204.96,1.212,2230,267.8,179.81,203.1,491.87,461.19,374.4,530.5,1.0625
07/10/2014,1.5427,205.02,1.205,2194,265.03,179.3,203.3,489.75,460.39,371.3,528,1.0533
08/10/2014,1.53,205.32,1.197,2167,261.73,177.7,201.5,484.47,456.17,368,522,1.0446
09/10/2014,1.5349,205.37,1.2,2171,263,179.62,202.8,485.87,458.02,364.6,522,1.048
10/10/2014,1.5172,205.35,1.183,2108,257.63,177.78,201,483.07,455.46,359,505.5,1.0359
13/10/2014,1.5086,205.27,1.18,2120,258.41,176.2,199.2,481.17,451.38,354.5,490,1.03
14/10/2014,1.5016,205.61,1.171,2104,255.29,175.55,200.9,485.22,453.66,360.7,490.5,1.0252
15/10/2014,1.5084,205.5,1.179,2118,256.07,177.48,202,486.97,455.62,354,478.625,1.0299
16/10/2014,1.481,205.44,1.149,2043,251.04,173.75,197.2,478.25,443.12,354.8,465.5,1.0112
17/10/2014,1.4707,204.65,1.168,2114,254.89,173.01,197.5,476.71,444.48,363,480,1.0041
20/10/2014,1.4857,204.62,1.169,2125,255.05,174.93,199.5,479.64,448.81,361.3,485.25,1.0144
21/10/2014,1.5003,204.62,1.178,2163,257.79,176.54,199.2,479.81,448.49,365.8,493.5,1.0244
22/10/2014,1.5214,204.85,1.186,2185,260,178.71,201.5,488.55,452.6,371.1,507,1.0388
23/10/2014,1.5155,204.86,1.186,2200,259.36,179.08,201,490.41,450.81,370.5,510,1.0348
24/10/2014,1.5148,204.8,1.191,2197,260.57,179.98,200.2,489.07,448.7,370.7,520,1.0343
27/10/2014,1.5148,204.79,1.189,2186,260.2,180.94,200.3,487.76,447.01,370,520,1.0343
28/10/2014,1.5272,204.78,1.193,2201,261.08,181.96,201.5,490.19,449.31,372.5,523,1.0428
29/10/2014,1.5377,204.89,1.201,2217,262.48,183.52,205,494.52,455.45,375,522.5,1.0499
30/10/2014,1.535,204.96,1.197,2197,262.3,184.15,206.3,497.69,457.93,377,523,1.0481
31/10/2014,1.5612,204.97,1.221,2246,266.42,187.07,209.8,502.67,465.6,386,539.25,1.066
03/11/2014,1.5515,204.99,1.215,2240,266.06,187.65,209.2,499.15,462.56,383.2,539,1.0594
04/11/2014,1.5664,205.15,1.213,2248,265.39,187.84,208.2,499.42,462.94,381.6,538,1.0696
05/11/2014,1.5768,205.2,1.217,2256,265.97,190.09,208.4,500.44,462.76,386,542,1.0767
06/11/2014,1.5748,205.2,1.221,2267,267.27,190.11,207.3,498.95,463.21,386.6,545,1.0754
07/11/2014,1.5882,205.23,1.231,2264,267.9,191.58,206.1,503.03,464.35,385.1,549,1.0845
10/11/2014,1.58,205.62,1.233,2276,268.74,190.87,207.5,505.19,466,386.1,548,1.079
11/11/2014,1.5905,205.47,1.239,2284,270.15,192.87,208.3,505.47,466.6,386.8,558,1.0861
12/11/2014,1.5937,205.66,1.235,2283,269.57,193.11,209.4,507.39,467.77,386.3,557,1.0883
13/11/2014,1.6097,205.69,1.239,2301,270.75,194.77,211.6,511.84,471.58,389.5,562,1.0993
14/11/2014,1.6163,205.87,1.236,2298,270.85,195.93,211.3,514.3,471.04,390.3,566.5,1.1037
17/11/2014,1.6085,206.07,1.236,2310,269.86,195.38,211.5,512.7,471.93,390.3,570.5,1.0984
18/11/2014,1.6269,205.9,1.244,2339,272.02,196.28,210.8,510.79,473.05,391.6,567,1.111
19/11/2014,1.6235,205.78,1.238,2346,270.64,196.6,210.3,510.8,471.62,392,571.25,1.1087
20/11/2014,1.6154,205.8,1.234,2334,269.96,196.13,210.7,510.51,473.51,390.3,563,1.1032
21/11/2014,1.6205,205.9,1.244,2353,272.45,197,213.4,515.2,478.87,393.6,563,1.1066
24/11/2014,1.6268,206.2,1.247,2358,273.74,197.4,216.2,518.07,481.2,392.5,568,1.111
25/11/2014,1.6325,206.33,1.25,2376,276.67,198.23,215.3,517.72,479.67,393.9,570,1.1149
26/11/2014,1.6307,206.48,1.251,2362,276.66,197.7,214.1,516.73,478.84,393,573.25,1.1137
27/11/2014,1.6305,206.67,1.249,2370,276.68,198.42,215.4,518.21,480.63,395,572,1.1135
28/11/2014,1.6443,206.85,1.24,2379,273.22,199.37,214.7,517.93,479.71,395.6,576.5,1.1229
01/12/2014,1.6537,206.85,1.239,2370,272.48,200.32,212,509.8,473.06,391,575.75,1.1294
02/12/2014,1.6471,206.83,1.249,2380,273.82,200.81,210.2,512.34,472.96,393,575,1.1249
03/12/2014,1.6461,206.66,1.25,2380,273.42,201.31,209.1,513.41,470.74,392.9,577.75,1.1242
04/12/2014,1.6453,206.74,1.252,2384,273.74,201.29,209.6,513.67,470.3,390.3,578.5,1.1237
05/12/2014,1.645,206.71,1.253,2392,274.09,201.44,208.6,512.64,467.39,393.6,580,1.1234
08/12/2014,1.6431,206.77,1.246,2392,273.79,201.18,207,510.86,464.43,389.8,580,1.1222
09/12/2014,1.6378,207.05,1.237,2392,269.79,200.87,204.5,508.75,460.96,380.6,575.5,1.1186
10/12/2014,1.6268,206.91,1.229,2378,269.27,199.26,203.3,505.48,458.09,382.5,582.5,1.111
11/12/2014,1.6175,207.14,1.214,2371,266.05,197.15,201.3,504.15,455.51,386.3,560,1.1047
12/12/2014,1.6114,206.98,1.202,2344,264.72,197.4,198.8,501.06,449.77,378,550,1.1006
15/12/2014,1.6007,207.07,1.199,2341,263.86,195.89,196.9,499.93,448.03,374,548,1.0933
16/12/2014,1.5819,207.36,1.187,2304,261.42,193.36,190.9,491,437.8,374.5,549,1.0805
17/12/2014,1.5755,207,1.198,2312,262.84,193.14,189.6,487.03,435.93,376.4,550,1.0761
18/12/2014,1.5858,206.8,1.212,2354,266.28,196.16,197,494.12,446.77,387,553,1.0831
19/12/2014,1.6079,206.73,1.229,2361,268.68,200.55,199.4,501.33,451.29,392,556,1.0982
22/12/2014,1.621,206.97,1.244,2384,271.08,201.37,201.5,506.83,456.71,388.4,562.75,1.1072
23/12/2014,1.6274,207.2,1.247,2397,272.11,202.68,202.2,505.35,456.27,395.5,563,1.1116
24/12/2014,1.6344,206.91,1.25,2399,273.31,203.12,201.5,504.55,455,395.5,560,1.1164
25/12/2014,1.6344,206.91,1.25,2399,273.31,203.12,201.5,504.55,455,395.5,560,1.1164
26/12/2014,1.6344,206.91,1.25,2399,273.31,203.12,201.5,504.55,455,395.5,560,1.1164
29/12/2014,1.6344,207.16,1.251,2386,272.9,202.56,202.9,510.09,457.73,393.6,559,1.1164
30/12/2014,1.6296,207.24,1.244,2388,272.25,202.23,202.5,508.06,457.55,393.5,555.5,1.1131
31/12/2014,1.6215,207.53,1.241,2378,273.19,200.82,202.3,507.92,457.54,394,561,1.1076
01/01/2015,1.6215,207.53,1.241,2378,273.19,200.82,202.3,507.92,457.54,394,561,1.1076
02/01/2015,1.609,207.56,1.24,2389,273.66,200.6,203.9,513.67,460.74,394.2,561.25,1.0981
05/01/2015,1.618,207.84,1.237,2396,272.1,202.1,203.2,515.13,458.15,386.3,557,1.1042
06/01/2015,1.5964,208.39,1.218,2368,269.1,200.78,200.4,509.56,452.74,389,555,1.0895
07/01/2015,1.5977,208.44,1.223,2362,270.44,200.66,202.8,511.12,456.91,391.1,554.5,1.0904
08/01/2015,1.6196,208.42,1.242,2383,273.65,204.29,208.3,520.18,465.99,397,565,1.1054
09/01/2015,1.6315,208.31,1.248,2387,273.59,206.93,207.7,522.27,466.69,395,558,1.1135
12/01/2015,1.6306,208.6,1.245,2402,272.67,206.4,207.9,527.65,467.41,391.5,556.25,1.1129
13/01/2015,1.6406,208.98,1.247,2409,274.34,206.42,207.6,529.38,469.29,394,573.25,1.1197
14/01/2015,1.6357,209.09,1.233,2393,272.46,205.25,205.9,525.37,465.66,386,565,1.1164
15/01/2015,1.6265,209.36,1.226,2365,270.66,203.67,207.1,528.49,468.12,387.2,568.25,1.1101
16/01/2015,1.6357,209.49,1.246,2374,273.94,204.28,208.3,528.97,471.18,386,559.5,1.1164
19/01/2015,1.6502,209.48,1.254,2410,275.73,206.24,209.7,531.08,473.28,387.5,565.25,1.1263
20/01/2015,1.6583,209.64,1.265,2425,277.82,206.82,210.3,533.06,474.72,391,563,1.1318
21/01/2015,1.6779,210.02,1.268,2421,277.08,207.34,213.1,539.54,480.74,394,567.25,1.1452
22/01/2015,1.6787,210.06,1.282,2430,280.03,207.55,214.6,537.76,483.14,396,570,1.1457
23/01/2015,1.7144,210.85,1.291,2423,280.4,212.77,220.1,550.39,495.62,401,572,1.1702
26/01/2015,1.7124,211.05,1.293,2444,280.34,212,218.9,548.98,492.86,398.4,575,1.1688
27/01/2015,1.7144,211.23,1.295,2445,281.2,211.61,219.2,549.27,494.41,394,561.25,1.1702
28/01/2015,1.7032,211.24,1.292,2435,280.76,207.82,217.5,545.59,492.13,394.4,568.5,1.1625
29/01/2015,1.702,211.58,1.298,2443,280.67,208.19,216.3,542.12,491.96,394.6,557.5,1.1617
30/01/2015,1.7152,211.56,1.294,2463,280.45,209.12,215.2,541.47,490.67,396.9,555,1.1707
02/02/2015,1.6964,211.93,1.288,2464,280.83,206.34,214.5,543.76,489.13,396.5,553.25,1.1579
03/02/2015,1.701,211.8,1.303,2480,283.05,207.4,215.5,539.34,491.12,398.1,559,1.1611
04/02/2015,1.6947,211.45,1.297,2481,281.88,206.64,214,537.2,488.52,397.4,558.25,1.1568
05/02/2015,1.7044,211.29,1.307,2486,282.36,206.79,213.2,534.3,484.25,396.4,558,1.1634
06/02/2015,1.7055,211.25,1.305,2475,283.32,206.73,213.6,532.81,484.11,399,566,1.1641
09/02/2015,1.7,211.03,1.296,2449,281.51,206.58,212.4,532.5,481.77,396.4,554,1.1604
10/02/2015,1.7044,210.89,1.301,2467,282.29,205.8,211.2,531.85,478.59,396,551.5,1.1635
11/02/2015,1.6981,210.8,1.301,2456,282.68,206.63,210.4,527.65,474.13,395,553.5,1.1591
12/02/2015,1.7062,210.51,1.307,2476,284.18,206.62,210.3,526.85,473.63,400.7,557.5,1.1647
13/02/2015,1.7089,210.6,1.309,2494,286.48,206.64,212.6,531.13,476.61,401.9,568,1.1665
16/02/2015,1.7151,210.64,1.305,2492,285.91,206.42,214.6,532.65,479.4,404.5,567.5,1.1708
17/02/2015,1.7155,210.62,1.306,2497,287.28,206.33,214.8,532.84,479.06,406.3,567.5,1.1711
18/02/2015,1.7226,210.1,1.312,2501,288.35,206.48,214,535,477.34,406.1,568.5,1.1759
19/02/2015,1.7287,210.29,1.317,2508,288.99,207.24,214.7,534.21,478.44,405.1,570.75,1.1801
20/02/2015,1.7369,210.31,1.319,2513,288.87,207.86,215.7,537.1,480.01,409,579,1.1857
23/02/2015,1.7528,210.54,1.322,2531,289.38,209.37,215.1,536.77,479.53,412.1,577.5,1.1966
24/02/2015,1.7508,210.69,1.325,2519,290.31,209.45,214.3,534.63,477.65,413,577.5,1.1952
25/02/2015,1.7529,211.25,1.321,2530,290.43,209.09,215.6,537.99,479.33,412,581.5,1.1966
26/02/2015,1.7574,211.54,1.32,2536,291.57,209.06,215.2,536.44,479.35,412,580.5,1.1997
27/02/2015,1.7714,211.21,1.322,2533,292.7,210.55,214.8,540.67,480.4,414,584,1.2093
02/03/2015,1.7729,211.32,1.324,2541,292.95,210.51,214.7,541.85,479.39,413.2,578,1.2103
03/03/2015,1.7813,210.85,1.322,2534,292.48,211.79,215.8,544.97,481.12,413.1,576,1.2161
04/03/2015,1.7729,210.7,1.31,2500,290.56,209.49,215.2,544.86,479.38,413.2,583,1.2103
05/03/2015,1.7955,210.71,1.325,2542,292.59,211.39,215.7,545.93,482.05,415.5,586,1.2257
06/03/2015,1.8156,211.02,1.326,2555,293.02,212.74,218,548.93,484.3,415,595,1.2395
09/03/2015,1.8029,210.63,1.314,2537,291.12,209.94,214.6,544.23,478.4,413.5,594,1.2309
10/03/2015,1.798,210.9,1.302,2515,288.5,210.71,210.7,544.3,473.59,406.6,589.5,1.2275
11/03/2015,1.7849,211.15,1.289,2502,289.93,207.67,209.5,542.17,471.73,411,589.5,1.2186
12/03/2015,1.8014,211.58,1.3,2539,292.99,208.14,211.4,548.24,477.46,415.5,595,1.2299
13/03/2015,1.8302,211.5,1.296,2563,292.9,210.93,212.1,551.26,478.52,418.5,600,1.2495
16/03/2015,1.8384,211.7,1.302,2579,294.41,211.07,210.6,550.17,476.73,423,608,1.2551
17/03/2015,1.8384,211.84,1.307,2577,295.01,213.17,213.5,556.1,481.57,425,608,1.2551
18/03/2015,1.8887,211.9,1.317,2591,296.71,213.79,215.9,561.22,484.86,428,602,1.2895
19/03/2015,1.8928,212.34,1.328,2584,298.54,213.04,216.4,558.15,481.76,430,606.5,1.2923
20/03/2015,1.8902,212.4,1.328,2626,299.87,214.68,216.8,561.48,483.33,432.4,612,1.2905
23/03/2015,1.8944,212.74,1.328,2640,300.07,214.22,217.4,559.22,483.46,436.9,611.5,1.2934
24/03/2015,1.9024,212.59,1.334,2675,300.1,215.34,219.1,562.98,486.81,434.9,617,1.2989
25/03/2015,1.8988,212.67,1.326,2670,299.15,214.15,218.1,561.49,484.22,426.8,614,1.2965
26/03/2015,1.8692,212.33,1.308,2603,296.74,210.02,214.1,556,479.92,419.5,599,1.2762
27/03/2015,1.8788,211.97,1.309,2608,296.77,210.82,212.9,555.16,477.92,428,602,1.2828
30/03/2015,1.8998,212.46,1.307,2642,297.07,212.61,215.9,560.05,483.14,431,615,1.2971
31/03/2015,1.8821,212.35,1.3,2621,294.96,212.6,216.9,561.06,484.08,431.4,612,1.2851
01/04/2015,1.878,212.42,1.301,2645,295.81,211.68,218.8,564.09,486.56,431.4,617.5,1.2823
02/04/2015,1.8847,212.72,1.303,2658,295.69,211.25,220.8,566.2,489.35,435.1,619,1.2869
03/04/2015,1.8847,212.72,1.303,2658,295.69,211.25,220.8,566.2,489.35,435.1,619,1.2869
06/04/2015,1.8847,212.72,1.303,2658,295.69,211.25,220.8,566.2,489.35,435.1,619,1.2869
07/04/2015,1.9121,212.52,1.323,2670,299.15,212.89,222.9,569.3,495.89,437.5,614,1.3056
08/04/2015,1.9216,212.75,1.339,2670,303.29,212.55,223.4,570.22,494.15,435.5,611,1.3121
09/04/2015,1.9391,213.01,1.34,2695,302.33,214.24,227.2,578.23,499.92,438.6,614.5,1.324
10/04/2015,1.9557,212.83,1.345,2720,305.17,216.67,230.2,587.2,504.35,442.8,610,1.3354
13/04/2015,1.9618,212.85,1.347,2716,305.48,217.61,230.3,588.75,505.18,441.6,622,1.3396
14/04/2015,1.9534,213.09,1.349,2722,306.35,216.74,228.4,587.43,504.1,446.9,625,1.3338
15/04/2015,1.9463,213.12,1.349,2708,306.94,215.62,226.4,580.82,501.2,456.9,634.5,1.329
16/04/2015,1.9327,212.95,1.349,2692,305.88,214.4,225.2,577.47,500.8,453.5,633,1.3198
17/04/2015,1.9073,212.9,1.338,2651,303.18,213.43,222.7,569.89,496.57,450.9,624,1.3024
20/04/2015,1.9082,212.85,1.341,2661,303.82,213.4,220.2,567.5,494.86,451.2,627,1.3031
21/04/2015,1.9282,212.85,1.345,2675,304.52,215.64,221.4,569.71,498.3,450.1,624.5,1.3167
22/04/2015,1.9141,212.66,1.344,2659,304.19,214.41,219.4,566,495.45,445.7,626,1.3071
23/04/2015,1.9201,212.27,1.345,2649,303.76,215.01,220,566.33,495.4,445.5,625,1.3112
24/04/2015,1.9156,212.24,1.347,2660,304.34,215.47,220.6,566.99,493.32,448,636.5,1.3081
27/04/2015,1.9097,212.52,1.347,2673,304.76,217.19,219.8,565.27,493.55,446,640,1.3041
28/04/2015,1.8847,212.44,1.337,2663,303.59,213.29,218,562.31,492.8,442.5,635,1.287
29/04/2015,1.877,211.99,1.337,2657,303.18,213.09,215.7,555.44,487.11,438.6,636,1.2818
30/04/2015,1.8522,211.51,1.328,2649,301.28,210.71,213.5,548.68,480.66,435.1,622,1.2649
01/05/2015,1.8542,211.49,1.328,2694,301.4,211.16,214.5,553.1,483.09,436.5,616,1.2663
04/05/2015,1.8542,211.49,1.328,2694,301.4,211.16,214.5,553.1,483.09,436.5,616,1.2663
05/05/2015,1.8759,211.13,1.343,2716,303.44,214.64,216.1,558.52,488.75,435,613,1.2811
06/05/2015,1.8526,210.68,1.332,2680,300.75,212.1,213.3,552.15,485.56,432.5,611.5,1.2652
07/05/2015,1.8352,210.32,1.314,2662,298.12,210.58,211.5,544.75,480.58,431,607,1.2533
08/05/2015,1.8399,210.86,1.348,2655,305.1,211,209.8,540.62,478.25,437.5,612,1.2565
11/05/2015,1.8434,210.97,1.354,2661,304.61,212.83,211.2,539.93,480.26,438,621.5,1.259
12/05/2015,1.8171,210.28,1.333,2622,301.51,208.98,206.6,530.97,470.5,432.6,608.5,1.241
13/05/2015,1.8319,210.43,1.345,2654,303.62,209.24,207.4,533.56,473.87,430,612.25,1.2511
14/05/2015,1.8253,210.04,1.343,2672,303.79,208.55,205.7,531.02,473,429.3,612,1.2466
15/05/2015,1.855,210.33,1.354,2693,305.83,212.17,208.6,537.56,478.34,428.9,612,1.2669
18/05/2015,1.8511,210.87,1.347,2704,304.98,212.11,209.9,539.96,480.69,429,616,1.2642
19/05/2015,1.8801,210.89,1.359,2721,306.88,214.59,211.3,543.61,484.77,435.6,624.5,1.284
20/05/2015,1.8831,210.49,1.36,2700,307.06,214.59,209.7,542.07,482.17,436.5,630.5,1.2861
21/05/2015,1.8642,210.36,1.36,2687,307.1,212.65,208.6,537.57,476.78,437.2,623.25,1.2732
22/05/2015,1.8719,210.73,1.367,2707,308.5,213.56,209.7,542.23,480.37,438,622,1.2785
25/05/2015,1.8719,210.73,1.367,2707,308.5,213.56,209.7,542.23,480.37,438,622,1.2785
26/05/2015,1.8764,210.92,1.362,2672,308.01,213.9,210.3,545.98,477.48,435.7,621,1.2816
27/05/2015,1.864,211.01,1.365,2670,308.18,213.17,206.7,541.25,470.72,442.1,625.5,1.2731
28/05/2015,1.8822,211.26,1.373,2709,310.14,216.12,207.9,542.04,475.01,443,626,1.2855
29/05/2015,1.8895,211.37,1.372,2721,310.65,216.48,208.5,544.65,476.17,440.5,624.5,1.2905
01/06/2015,1.8895,211.33,1.363,2667,304.69,215.23,207,545.37,473.81,443,624.5,1.2905
02/06/2015,1.8814,210.76,1.355,2691,303.78,214.87,204.2,539.12,468.67,441.5,624.5,1.285
03/06/2015,1.8806,210.13,1.359,2710,305.43,213.45,203.6,542.4,468.71,443.5,630,1.2845
04/06/2015,1.8679,209.34,1.346,2711,303.09,211.47,200.4,533.61,462.17,439.4,627.25,1.2758
05/06/2015,1.8611,209.81,1.334,2668,301.62,210.74,201.4,536.76,463.86,439.1,627,1.2712
08/06/2015,1.878,209.58,1.334,2649,301.28,210.82,200.6,534.59,461.18,439,624.75,1.2828
09/06/2015,1.8685,209.6,1.334,2638,300.86,209.11,199.5,531.14,460.98,438,624.5,1.2763
10/06/2015,1.8483,208.86,1.334,2631,300.46,207.35,198.6,528.7,460.96,437.6,618.5,1.2625
11/06/2015,1.8727,208.72,1.346,2660,302.59,210.24,198.6,526.95,459.32,439.5,624,1.2792
12/06/2015,1.8645,209.14,1.338,2620,300.78,209.84,198.7,526.84,457.75,435.7,620.5,1.2736
15/06/2015,1.8599,209.33,1.327,2583,298.11,207.97,197.7,524.66,456.67,431.5,618,1.2704
16/06/2015,1.8377,209.13,1.318,2541,296.25,205.07,196.3,520.62,452.49,429.4,611,1.2553
17/06/2015,1.829,208.78,1.321,2542,296.68,204.66,195.9,517.27,449.39,428.8,608,1.2494
18/06/2015,1.8245,208.69,1.321,2523,296.32,203.68,195.5,515.98,450.92,427.8,612,1.2463
19/06/2015,1.8418,208.36,1.331,2547,297.8,206.64,197.5,521.49,454.24,430.5,615,1.2581
22/06/2015,1.8554,208.52,1.338,2588,298.36,207.05,198.9,527.18,457.74,433.6,617,1.2674
23/06/2015,1.8746,208.25,1.346,2606,300.26,208.76,200.4,530.43,460.48,433.6,619,1.2806
24/06/2015,1.8861,208.07,1.345,2588,300.17,208.24,200.9,530,460.06,436,624.25,1.2884
25/06/2015,1.8852,208.15,1.341,2604,299.16,207.42,201.8,530.44,462.57,434.5,620,1.2878
26/06/2015,1.879,208.09,1.332,2594,298.2,206.66,200.3,525.85,459.54,431.7,620,1.2836
29/06/2015,1.8533,207.76,1.312,2539,294.05,205.82,198.2,520.58,454.68,425.5,612,1.2661
30/06/2015,1.8398,207.89,1.304,2534,292.92,202.76,197.9,523.99,455.9,422.4,606,1.2568
01/07/2015,1.8547,207.72,1.312,2565,294.91,203.69,200.4,528.8,460.07,426.7,603,1.2658
02/07/2015,1.8654,207.41,1.312,2557,295.02,205.02,200.4,530.48,459.8,428.5,608.25,1.2732
03/07/2015,1.8613,207.93,1.311,2542,295.17,204.45,200.6,528.07,460.21,428,610,1.2703
06/07/2015,1.8534,208.21,1.305,2509,293.32,204.49,199.5,526.36,458.05,424.5,605.5,1.2649
07/07/2015,1.861,208.61,1.297,2495,292.26,204.9,199.1,531.08,458.7,419.1,600,1.2702
08/07/2015,1.8596,209.09,1.295,2496,290.66,207.1,195.9,522.55,454.66,420.8,609.5,1.2692
09/07/2015,1.8631,208.76,1.308,2528,291.5,206.67,196.3,522.76,456.96,420.7,604.5,1.2716
10/07/2015,1.87,208.18,1.324,2594,293.86,207.44,196.7,519.02,456.52,424.7,610,1.2764
13/07/2015,1.8824,207.74,1.334,2604,296.24,208.72,198.1,523.3,458.47,428,615,1.2848
14/07/2015,1.8922,207.76,1.333,2584,295.48,210.71,198.8,523.64,459.76,428,616.25,1.2915
15/07/2015,1.8977,207.92,1.338,2588,295.9,210.44,199,526.52,458.78,428.3,607.5,1.2953
16/07/2015,1.9081,208.03,1.344,2604,297.27,211.14,199,528.13,462.13,428.3,613.5,1.3024
17/07/2015,1.9225,208.49,1.347,2614,298.14,213.28,200.3,530.42,461.82,428.7,614,1.3122
20/07/2015,1.9224,208.79,1.347,2639,298.31,213.93,199.9,530.08,461.5,430.1,615.25,1.3122
21/07/2015,1.9387,208.71,1.347,2643,298.67,214.67,200,530.69,463.91,431.3,615.75,1.3233
22/07/2015,1.9208,208.87,1.333,2625,297.22,212.73,199.2,527.81,461.19,427.7,609.5,1.3111
23/07/2015,1.9335,209.09,1.331,2638,297.21,212.88,198.6,527.33,459.03,427,615,1.3198
24/07/2015,1.935,209.47,1.331,2654,296.29,213.15,196.7,526.95,457.52,423,616,1.3208
27/07/2015,1.902,209.74,1.316,2626,293.89,212.81,192.6,521.92,451.9,419.1,613.75,1.2983
28/07/2015,1.8843,209.6,1.314,2605,293.57,210.89,190.9,519.28,448.39,417.6,610,1.2862
29/07/2015,1.8944,209.46,1.315,2620,293.96,212.17,190.3,519.56,447.64,418,616.5,1.2931
30/07/2015,1.9073,209.35,1.327,2611,296.72,214,191.4,520.61,450.25,416.8,615,1.3019
